,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,turbulence,consumer_confidence_usa,consumer_confidence_cn,cpi_cn,news_sentiment_scope,vix,type
11,2022-07-18,IT,238.77000427246094,238.77000427246094,244.94000244140625,243.27999877929688,254000.0,0.0,-0.1150503371243019,247.0579799032041,233.0553547525576,59.208921979197584,24.5071581955179,15.17505564945972,240.05666732788086,240.05666732788086,0.0,95.7,87.9,0.0,1.1335391548008005,24.829999923706055,1
12,2022-07-19,IT,247.57000732421875,247.57000732421875,248.16000366210938,241.11000061035156,387200.0,1.0,-0.029913119697084767,246.86635560803208,233.4090303219559,54.86328546728091,114.86019372307669,19.028903798719384,240.137692964994,240.137692964994,0.0,95.7,87.9,0.0,1.1335391548008005,25.1200008392334,1
13,2022-07-20,IT,253.47000122070312,253.47000122070312,253.92999267578125,247.8699951171875,368600.0,2.0,0.4259851285513321,248.3629816812443,233.01701884191417,63.49711815625111,239.39452605476592,33.23835801779027,240.69000026157923,240.69000026157923,0.0,95.7,87.9,0.0,1.1335391548008005,24.229999542236328,1
14,2022-07-21,IT,256.8299865722656,256.8299865722656,257.6499938964844,253.17999267578125,280300.0,3.0,1.079469565165141,251.33435783109198,231.7109750139601,68.4076335609923,252.0267003378701,39.68216657742024,241.52266642252604,241.52266642252604,0.0,95.7,87.9,0.0,1.1335391548008005,24.06999969482422,1
15,2022-07-22,IT,253.74000549316406,253.74000549316406,258.4200134277344,257.20001220703125,398800.0,4.0,1.8055746197306348,254.80274965574347,230.20225141237177,71.41881706970085,195.8761217889601,39.682166577420254,242.50250053405762,242.50250053405762,0.0,95.7,87.9,0.0,1.1335391548008005,23.299999237060547,1
16,2022-07-25,IT,251.9600067138672,251.9600067138672,254.41000366210938,254.41000366210938,567100.0,0.0,2.164265481661431,256.43933684143764,229.96654694762483,66.8445482376035,126.80950971224763,23.434611676282834,243.20294189453125,243.20294189453125,0.0,95.7,87.9,0.0,1.1335391548008005,24.329999923706055,1
17,2022-07-26,IT,250.25999450683594,250.25999450683594,251.22999572753906,251.02000427246094,290100.0,1.0,2.198656706143794,256.996690064545,230.27775621095415,61.86413561860133,78.88070405976421,12.355896687110718,243.63722313774957,243.63722313774957,0.0,95.7,87.9,0.0,1.1335391548008005,23.950000762939453,1
18,2022-07-27,IT,260.8500061035156,260.8500061035156,262.4200134277344,252.9199981689453,496400.0,2.0,2.320226310848909,257.78965108795904,230.46192940135018,63.44335165712122,156.53955848182457,33.57829207011774,244.1257902446546,244.1257902446546,0.0,95.7,87.9,0.0,1.1335391548008005,24.270000457763672,1
19,2022-07-28,IT,264.989990234375,264.989990234375,267.5199890136719,262.2200012207031,318200.0,3.0,2.992141659263126,260.598249956098,229.4627516308161,69.7799631800451,187.2444931927237,39.68188290164471,245.03050079345704,245.03050079345704,0.0,95.7,87.9,0.0,1.1335391548008005,23.329999923706055,1
20,2022-07-29,IT,265.4800109863281,265.4800109863281,267.1000061035156,264.20001220703125,427900.0,4.0,3.6064157624270194,263.6845181759101,229.06248499791803,70.89123982084165,164.61644481704892,40.375120927029826,245.9433346702939,245.9433346702939,0.0,95.7,87.9,0.0,1.1335391548008005,22.1299991607666,1
21,2022-08-01,IT,269.1000061035156,269.1000061035156,269.3399963378906,262.05999755859375,575500.0,0.0,3.8954773275307275,265.84654536621287,229.13145756347458,68.09165587179369,153.2614629369544,45.33636210448274,246.67591025612572,246.67591025612572,0.0,103.2,87.0,0.5,1.0950811915514294,22.40999984741211,1
22,2022-08-02,IT,289.69000244140625,289.69000244140625,289.70001220703125,286.2900085449219,919800.0,1.0,5.719614489931843,274.6770426734264,224.9809605614369,78.18311216645682,266.7370859743224,63.7006377780211,248.3982623556386,248.3982623556386,0.0,103.2,87.0,0.5,1.0950811915514294,24.079999923706055,1
23,2022-08-03,IT,288.260009765625,288.260009765625,295.3999938964844,294.8800048828125,606100.0,2.0,7.659407273053091,284.1485350836534,220.70346839535046,80.45060312606874,242.32309073999798,63.700637778021104,250.33500162760416,250.33500162760416,0.0,103.2,87.0,0.5,1.0950811915514294,23.860000610351562,1
24,2022-08-04,IT,293.2699890136719,293.2699890136719,293.510009765625,289.05999755859375,420700.0,3.0,8.673275580215659,290.0600563050072,219.3629463195045,74.98801528176902,201.08555252812445,66.80161959125135,251.88400146484375,251.88400146484375,0.0,103.2,87.0,0.5,1.0950811915514294,22.059999465942383,1
25,2022-08-05,IT,295.44000244140625,295.44000244140625,295.6099853515625,289.95001220703125,281300.0,4.0,9.423370513448504,295.27902379604603,218.73697962192267,75.25382695874771,181.90098428151498,68.06478509772448,253.34807880108173,253.34807880108173,0.0,103.2,87.0,0.5,1.0950811915514294,21.5,1
26,2022-08-08,IT,295.7200012207031,295.7200012207031,300.8800048828125,295.6300048828125,584900.0,0.0,10.30029617827671,300.8636476821412,218.67035652928456,76.87622884068841,174.6000012615987,68.23150880643128,254.91407606336804,254.91407606336804,0.0,103.2,87.0,0.5,1.0950811915514294,21.739999771118164,1
27,2022-08-09,IT,293.7300109863281,293.7300109863281,295.9599914550781,292.0400085449219,516000.0,1.0,10.607305734574027,304.9143645627983,219.54464117450632,73.71625737970442,143.23139196636023,53.207639820147335,256.2400022234236,256.2400022234236,0.0,103.2,87.0,0.5,1.0950811915514294,21.40999984741211,1
28,2022-08-10,IT,300.3999938964844,300.3999938964844,302.0,301.1000061035156,429000.0,2.0,11.376592846618678,309.41112756010136,221.80387945894165,76.26347240527974,154.04636124592892,58.569513845739806,257.78689890894395,257.78689890894395,0.0,103.2,87.0,0.5,1.0950811915514294,22.280000686645508,1
29,2022-08-11,IT,299.5899963378906,299.5899963378906,303.3500061035156,303.3500061035156,395000.0,3.0,12.008522821549093,313.37754379619906,224.72346328387908,76.84009657268211,142.76215219893257,58.56951384573982,259.305669148763,259.305669148763,0.0,103.2,87.0,0.5,1.0950811915514294,19.84000015258789,1
30,2022-08-12,IT,307.989990234375,307.989990234375,308.1000061035156,301.44000244140625,413200.0,4.0,12.223254528343716,316.409042415725,227.91196435917732,75.23511090649777,139.1365490999545,64.43432870074089,261.4423360188802,260.6648411904612,0.0,103.2,87.0,0.5,1.0950811915514294,20.34000015258789,1
31,2022-08-15,IT,314.4599914550781,314.4599914550781,315.95001220703125,306.42999267578125,577400.0,0.0,12.61694824340077,319.90051320582813,230.7354929587226,76.55841305572625,143.39115723781555,68.14690204586206,263.6650024414063,262.09500217437744,0.0,103.2,87.0,0.5,1.0950811915514294,20.739999771118164,1
32,2022-08-16,IT,315.7900085449219,315.7900085449219,317.6300048828125,311.5400085449219,631900.0,1.0,13.157314445471286,323.1706210711183,234.50838588688944,77.81427545278514,135.45757272535772,68.86117275144026,266.0666692097982,263.59333570075756,0.0,103.2,87.0,0.5,1.0950811915514294,20.229999542236328,1
33,2022-08-17,IT,314.04998779296875,314.04998779296875,317.2699890136719,310.44000244140625,464500.0,2.0,13.346080350603586,325.92649798579555,238.00950970463418,76.89687313886745,119.5219533373809,67.77259288642577,268.3166692097982,264.97117884018843,0.0,103.2,87.0,0.5,1.0950811915514294,19.739999771118164,1
34,2022-08-18,IT,314.989990234375,314.989990234375,315.2699890136719,313.2900085449219,301700.0,3.0,13.553193120700882,328.8640777176087,241.08293155973507,77.60454889869915,110.54760708776799,61.58662099291325,270.6480026245117,266.35171683175224,0.0,103.2,87.0,0.5,1.0950811915514294,20.510000228881836,1
35,2022-08-19,IT,307.9800109863281,307.9800109863281,312.42999267578125,312.42999267578125,356600.0,4.0,13.494476096849098,331.21589054852905,244.25411677568968,76.86952462090584,93.493004494358,53.022296355360766,272.92833557128904,267.6316689385308,0.0,103.2,87.0,0.5,1.0950811915514294,20.15999984741211,1
36,2022-08-22,IT,303.57000732421875,303.57000732421875,306.4200134277344,303.0,526200.0,0.0,12.581040030466738,331.1643901079376,249.1646168500702,69.4122711159332,71.2619528007128,36.639673757930794,275.0133356730143,268.58756977803,0.0,103.2,87.0,0.5,1.0950811915514294,22.40999984741211,1
37,2022-08-23,IT,302.04998779296875,302.04998779296875,305.4100036621094,303.32000732421875,308000.0,1.0,11.745931436007652,329.7395582834096,255.819448979774,69.5160878191214,65.05104753415772,34.061285075671265,277.0310028076172,269.5015812924034,0.0,103.2,87.0,0.5,1.0950811915514294,24.1299991607666,1
38,2022-08-24,IT,301.07000732421875,301.07000732421875,303.9599914550781,302.1499938964844,378800.0,2.0,10.868380223384634,327.2494334834555,263.23257335248195,68.63499874549814,58.22409433557122,30.28828580459595,279.31800282796223,270.3387200771234,0.0,103.2,87.0,0.5,1.0950811915514294,24.3700008392334,1
39,2022-08-25,IT,305.0400085449219,305.0400085449219,306.489990234375,302.70001220703125,413500.0,3.0,10.098772211903452,325.36213526495305,269.1678726696173,68.8271400343722,61.341257713154086,35.59341870972119,281.5916697184245,271.1477523803711,0.0,103.2,87.0,0.5,1.0950811915514294,22.40999984741211,1
40,2022-08-26,IT,294.95001220703125,294.95001220703125,304.9800109863281,304.9800109863281,413200.0,4.0,9.555207041455049,322.8477324361628,275.7602753763372,69.62508186012536,49.46477341149047,31.52393481637216,283.78300323486326,271.9729294195408,0.0,103.2,87.0,0.5,1.0950811915514294,22.06999969482422,1
41,2022-08-29,IT,290.8999938964844,290.8999938964844,294.6000061035156,291.1099853515625,442200.0,0.0,7.95396208536431,317.11299126592894,284.4000153258679,59.9654306630953,16.939873986380174,7.758644770856188,285.3773361206055,272.42857360839844,0.0,103.2,87.0,0.5,1.0950811915514294,26.860000610351562,1
42,2022-08-30,IT,289.1499938964844,289.1499938964844,294.7300109863281,293.1199951171875,435300.0,1.0,6.764068877823377,316.43625319273735,285.75975205628606,60.78113893012639,13.416398666584422,7.758644770856185,287.1110026041667,272.90976945744006,0.0,103.2,87.0,0.5,1.0950811915514294,25.75,1
43,2022-08-31,IT,285.32000732421875,285.32000732421875,292.6700134277344,290.6000061035156,489700.0,2.0,5.56017229634881,316.6995359255145,285.06846944557924,59.21631732185983,-1.5835930280707864,3.5168850797623614,288.53533630371095,273.3118202903054,0.0,103.2,87.0,0.5,1.0950811915514294,25.860000610351562,1
44,2022-09-01,IT,291.5400085449219,291.5400085449219,291.55999755859375,283.95001220703125,625200.0,3.0,4.0386955443768215,317.38540317001787,283.8716036659197,55.32778978766626,-8.889112494588332,14.39337530965801,289.5610036214193,273.5482245551215,0.0,108.0,87.2,-0.1,1.1022798247613679,26.8799991607666,1
45,2022-09-02,IT,288.9200134277344,288.9200134277344,295.44000244140625,294.6000061035156,407100.0,4.0,3.6277805137334553,317.1155668919613,284.6064393336246,59.71090298047766,3.6528981117560333,14.393375309658005,290.8076700846354,274.0058719800866,0.0,108.0,87.2,-0.1,1.1022798247613679,25.510000228881836,1
46,2022-09-06,IT,290.4200134277344,290.4200134277344,293.1400146484375,290.75,385700.0,1.0,2.964989986815624,317.34189655204995,283.8921091852547,57.5974911756134,-11.416127218268253,9.192313915312527,292.0190032958984,274.3621300230635,0.0,108.0,87.2,-0.1,1.1022798247613679,25.459999084472656,1
47,2022-09-07,IT,296.75,296.75,297.45001220703125,290.30999755859375,235200.0,2.0,2.3777128645126595,317.45883239742915,283.6021722412427,57.3574766906131,-0.853601399306031,19.90585042396394,293.3286697387695,274.694377263387,0.0,108.0,87.2,-0.1,1.1022798247613679,26.93000030517578,1
48,2022-09-08,IT,298.55999755859375,298.55999755859375,298.8500061035156,295.0,279200.0,3.0,2.2567173601423747,317.3295263111802,283.1214777171401,59.23077763747975,8.406859072024629,22.693667111081435,294.73133646647136,275.10877772739957,0.0,108.0,87.2,-0.1,1.1022798247613679,24.700000762939453,1
49,2022-09-09,IT,306.1400146484375,306.1400146484375,306.8500061035156,300.7699890136719,369900.0,4.0,2.587333650078051,317.14011357547406,283.0528887438619,61.38949278171456,53.50464475050828,33.11551433017612,296.01633605957034,275.622001953125,0.0,108.0,87.2,-0.1,1.1022798247613679,23.489999771118164,1
50,2022-09-12,IT,311.32000732421875,311.32000732421875,311.54998779296875,307.07000732421875,413000.0,0.0,3.3100735902145857,317.69876706477487,283.0572357428423,63.56836449620361,90.1785783584268,39.111839053451824,297.4453358968099,276.23862950942095,0.0,108.0,87.2,-0.1,1.1022798247613679,23.579999923706055,1
51,2022-09-13,IT,302.7200012207031,302.7200012207031,305.8299865722656,301.1199951171875,948400.0,1.0,3.3717506681730356,317.20393697574866,283.0210660760091,60.24667858022043,27.829944943661182,25.79908508280877,298.74733581542966,276.7171173095703,0.0,108.0,87.2,-0.1,1.1022798247613679,23.670000076293945,1
52,2022-09-14,IT,302.0799865722656,302.0799865722656,309.25,303.9599914550781,814500.0,2.0,3.6045322434155764,316.0778154169325,283.38918592584093,61.24656553996833,42.14505174258245,25.799085082808766,299.3363352457682,277.2311338028818,0.0,108.0,87.2,-0.1,1.1022798247613679,26.729999542236328,1
53,2022-09-15,IT,302.54998779296875,302.54998779296875,306.69000244140625,299.5400085449219,1420200.0,3.0,3.398235549773233,314.7371799327098,283.63982202041524,58.86290059123504,18.09140566059349,19.92958689006278,299.4916687011719,277.64426111291954,0.0,108.0,87.2,-0.1,1.1022798247613679,26.100000381469727,1
54,2022-09-16,IT,300.0799865722656,300.0799865722656,300.7699890136719,300.20001220703125,1848000.0,4.0,3.2497704374507634,312.6162405984184,284.45176172091755,59.10873520154409,-11.862278913078262,7.527625300021404,299.8630025227865,278.05436567826706,0.0,108.0,87.2,-0.1,1.1022798247613679,27.469999313354492,1
55,2022-09-19,IT,302.8999938964844,302.8999938964844,303.1199951171875,296.2799987792969,466500.0,0.0,2.7875594975243416,310.2157457007193,285.2372572289682,57.01527341788886,-10.361683869640991,12.15335715372276,300.0740020751953,278.379823412214,0.0,108.0,87.2,-0.1,1.1022798247613679,27.690000534057617,1
56,2022-09-20,IT,291.0400085449219,291.0400085449219,300.6700134277344,300.45001220703125,635100.0,1.0,2.7224709516020766,309.91239576359493,285.2856083867957,58.62775804242599,-48.528898532238635,7.174428337461261,300.2346689860026,278.7670197068599,0.0,108.0,87.2,-0.1,1.1022798247613679,25.649999618530273,1
57,2022-09-21,IT,287.6000061035156,287.6000061035156,296.17999267578125,292.82000732421875,284100.0,2.0,2.0382572920620987,309.2550036273685,284.8930005230221,54.740855820341956,-105.37136358432859,1.4008098612633992,300.2606689453125,279.00931259681437,0.0,108.0,87.2,-0.1,1.1022798247613679,28.030000686645508,1
58,2022-09-22,IT,280.1000061035156,280.1000061035156,287.0899963378906,286.3299865722656,667100.0,3.0,0.9664126751900426,309.1134288581047,283.45257455986405,51.723459081767835,-167.48896306500592,15.953797717164436,299.7683349609375,279.1333918167373,0.0,108.0,87.2,-0.1,1.1022798247613679,28.15999984741211,1
59,2022-09-23,IT,276.05999755859375,276.05999755859375,279.0400085449219,276.95001220703125,326900.0,4.0,-0.6256640866624252,310.08385673974465,279.9071466782241,47.785293985333574,-204.98764841123338,26.257470521111202,298.888335164388,279.0970021565755,0.0,108.0,87.2,-0.1,1.1022798247613679,27.68000030517578,1
60,2022-09-26,IT,274.75,274.75,279.4700012207031,276.6000061035156,410100.0,0.0,-1.8934103702193283,309.990938451144,277.1620644785435,47.64526326862429,-182.4244027327484,26.257470521111188,298.0603352864583,279.7513356526693,0.0,108.0,87.2,-0.1,1.1022798247613679,31.739999771118164,1
61,2022-09-27,IT,274.9599914550781,274.9599914550781,279.8900146484375,278.4800109863281,292600.0,1.0,-2.7161519968404377,310.67784342440683,275.2121620687572,48.48409908370927,-159.17871258285678,25.797763983923637,297.1286692301432,280.39683583577477,0.0,108.0,87.2,-0.1,1.1022798247613679,31.200000762939453,1
62,2022-09-28,IT,281.3900146484375,281.3900146484375,282.739990234375,277.0299987792969,367900.0,2.0,-3.4445225640652097,311.24667229838576,273.03433356098924,47.8721158199901,-128.400138748231,12.40186882861413,295.97833557128905,281.0225023905436,0.0,108.0,87.2,-0.1,1.1022798247613679,34.5,1
63,2022-09-29,IT,278.6700134277344,278.6700134277344,279.92999267578125,277.7300109863281,438300.0,3.0,-3.920368592579223,311.65936739193944,271.33463895571685,48.198657365185944,-129.98120165810312,16.553001714589726,294.88800252278645,281.6023358662923,0.0,108.0,87.2,-0.1,1.1022798247613679,31.670000076293945,1
64,2022-09-30,IT,276.69000244140625,276.69000244140625,282.9599914550781,278.8800048828125,505800.0,4.0,-4.157264430193777,311.92617160676355,270.5608340084708,48.744319140222665,-116.37545470296021,16.553001714589733,293.7410024007161,282.19450251261395,0.0,108.0,87.2,-0.1,1.1022798247613679,31.610000610351562,1
65,2022-10-03,IT,284.3599853515625,284.3599853515625,285.989990234375,279.6000061035156,333300.0,0.0,-4.238327734946154,311.74376916996096,269.2432364452734,49.091641357049326,-81.57623155279725,1.5442980584621262,292.64666951497395,282.7875025431315,0.0,102.5,86.8,0.3,1.0901377685545413,33.0,1
66,2022-10-04,IT,294.8500061035156,294.8500061035156,297.2799987792969,292.69000244140625,387100.0,1.0,-3.2148684541159582,311.86339789805936,269.3176079613156,54.846228104975886,12.483384996542844,14.543932156609376,292.3030029296875,283.65816930135094,0.0,102.5,86.8,0.3,1.0901377685545413,29.520000457763672,1
67,2022-10-05,IT,299.7799987792969,299.7799987792969,301.44000244140625,292.0199890136719,413300.0,2.0,-2.4295844582885593,311.9578941390583,269.39411086582453,54.51990533591754,37.82012004130808,20.844335484281682,291.92633565266925,284.4786692301432,0.0,102.5,86.8,0.3,1.0901377685545413,29.360000610351562,1
68,2022-10-06,IT,300.760009765625,300.760009765625,305.25,299.6000061035156,427900.0,3.0,-1.1847662104160577,312.4820505085227,269.3299551067117,57.48062583590749,72.51177088068948,22.065304535512738,291.8413360595703,285.57966944376625,0.0,102.5,86.8,0.3,1.0901377685545413,28.600000381469727,1
69,2022-10-07,IT,294.010009765625,294.010009765625,297.6400146484375,297.5400085449219,360500.0,4.0,-0.3596580988541973,312.05641240437427,269.4325951639851,56.447529625087014,30.123744984092276,8.21026725823991,291.6693359375,286.63050282796223,0.0,102.5,86.8,0.3,1.0901377685545413,30.3700008392334,1
70,2022-10-10,IT,289.8800048828125,289.8800048828125,296.1400146484375,294.3800048828125,359600.0,0.0,0.03977331292139752,310.08936605235135,270.1306412718674,54.88223810882341,7.365061002502645,5.682769496918355,291.3160024007162,287.5495028177897,0.0,102.5,86.8,0.3,1.0901377685545413,32.93000030517578,1
71,2022-10-11,IT,289.239990234375,289.239990234375,292.5799865722656,289.1499938964844,329300.0,1.0,-0.06343899815726672,308.80763649792243,270.21537070422596,52.39466621468086,-20.027898142159675,0.22944983177007844,291.25066935221355,288.3140027364095,0.0,102.5,86.8,0.3,1.0901377685545413,33.560001373291016,1
72,2022-10-12,IT,288.260009765625,288.260009765625,291.3900146484375,290.8599853515625,317200.0,2.0,-0.007627087580999614,306.93875764673373,270.77424894506316,53.11346374109697,-20.538071493526424,2.184690281272507,291.1753356933594,289.14316914876304,0.0,102.5,86.8,0.3,1.0901377685545413,33.540000915527344,1
73,2022-10-13,IT,289.54998779296875,289.54998779296875,292.29998779296875,280.1099853515625,417000.0,3.0,-0.8186851459670379,305.6352319827446,270.13477228971635,48.364334819282945,-44.456281687141455,0.08434188957608324,290.82566833496094,289.6805023193359,0.0,102.5,86.8,0.3,1.0901377685545413,33.599998474121094,1
74,2022-10-14,IT,278.3299865722656,278.3299865722656,294.7200012207031,293.3500061035156,403100.0,4.0,-0.3916424229337281,304.5406212270782,270.54438243503114,53.64522646790744,-31.49945070709097,0.08434188957608378,291.1390014648438,290.3500025431315,0.0,102.5,86.8,0.3,1.0901377685545413,31.889999389648438,1
75,2022-10-17,IT,285.6099853515625,285.6099853515625,290.2699890136719,283.04998779296875,521000.0,0.0,-0.8720646060438639,303.47227019158123,270.28973237189535,49.56568648320795,-49.97937999830916,12.599721388222676,290.7540008544922,290.7808354695638,0.0,102.5,86.8,0.3,1.0901377685545413,32.27000045776367,1
76,2022-10-18,IT,290.04998779296875,290.04998779296875,296.239990234375,293.8399963378906,515100.0,1.0,-0.37990265685021996,302.24266016920564,270.8583408073569,53.40559542722505,9.368918751090895,19.198246218587325,290.85700073242185,291.43800201416013,0.0,102.5,86.8,0.3,1.0901377685545413,31.100000381469727,1
77,2022-10-19,IT,286.2699890136719,286.2699890136719,289.1600036621094,288.32000732421875,416900.0,2.0,-0.4293162504670818,301.7661873210535,270.884813655509,51.337048443556064,-34.60237111796723,5.607543856017949,290.79066772460936,292.05966873168944,0.0,102.5,86.8,0.3,1.0901377685545413,30.940000534057617,1
78,2022-10-20,IT,280.54998779296875,280.54998779296875,289.0799865722656,287.760009765625,368600.0,3.0,-0.5077125301581304,301.85101421016236,270.94298908573603,51.129213333360234,-48.96240152235858,5.462271436065486,290.54933471679686,292.64033559163414,0.0,102.5,86.8,0.3,1.0901377685545413,31.299999237060547,1
79,2022-10-21,IT,289.75,289.75,290.1700134277344,279.19000244140625,468500.0,4.0,-1.2456462267276152,301.70505497948886,271.312947339847,48.049600520778974,-40.593751429092585,19.134002963371874,289.8300018310547,292.9231689453125,0.0,102.5,86.8,0.3,1.0901377685545413,30.209999084472656,1
80,2022-10-24,IT,294.2699890136719,294.2699890136719,294.2799987792969,290.94000244140625,509200.0,0.0,-0.8739725284688689,301.79369457819985,272.65830737492513,52.13838558076973,25.252910021271216,24.84227491988371,289.2923350016276,293.36883544921875,0.0,102.5,86.8,0.3,1.0901377685545413,30.649999618530273,1
81,2022-10-25,IT,298.92999267578125,298.92999267578125,299.8599853515625,293.9100036621094,589700.0,1.0,-0.33629581784293805,302.24577568549495,273.74922553520815,53.10351967319777,70.4943524725345,30.267137926491955,289.052001953125,293.89966888427733,0.0,102.5,86.8,0.3,1.0901377685545413,29.799999237060547,1
82,2022-10-26,IT,292.92999267578125,292.92999267578125,301.92999267578125,296.80999755859375,542200.0,2.0,0.3197626498658792,302.7676850213166,275.20531607731624,54.039673319102036,72.3749848179926,30.267137926491937,288.8136688232422,294.0750020345052,0.0,102.5,86.8,0.3,1.0901377685545413,28.440000534057617,1
83,2022-10-27,IT,292.07000732421875,292.07000732421875,297.6300048828125,294.75,602300.0,3.0,0.6660214046910369,302.76767957484094,276.907320425159,53.25842679872534,52.890055895496346,21.054097040364866,288.6540018717448,294.0728352864583,0.0,102.5,86.8,0.3,1.0901377685545413,27.510000228881836,1
84,2022-10-28,IT,302.010009765625,302.010009765625,302.5,292.4599914550781,426400.0,4.0,0.7472763325156393,302.4084717970467,278.6245268601799,52.387470302585584,97.67519729466719,32.79847961802231,288.396001180013,294.12950185139977,0.0,102.5,86.8,0.3,1.0901377685545413,27.43000030517578,1
85,2022-10-31,IT,301.9200134277344,301.9200134277344,304.07000732421875,300.8500061035156,495400.0,0.0,1.4708776110656459,303.15732487417927,280.0006737830473,55.166297903479936,130.82171286332246,32.79847961802232,288.548334757487,294.31116841634116,0.0,102.5,86.8,0.3,1.0901377685545413,26.90999984741211,1
86,2022-11-01,IT,325.0,325.0,327.989990234375,314.44000244140625,1346600.0,1.0,3.103885076958818,308.1210964439822,277.21190221324434,59.16025375325208,294.9252407465886,51.816816533130414,289.01466776529946,294.624668375651,0.0,100.2,85.5,0.1,1.0864034790908477,25.959999084472656,1
87,2022-11-02,IT,318.510009765625,318.510009765625,330.3999938964844,326.5,789300.0,2.0,5.308939085436521,316.0060690777586,272.7749306781008,62.2476592909486,266.1240015753242,51.816816533130414,290.1373341878255,295.199001566569,0.0,100.2,85.5,0.1,1.0864034790908477,26.040000915527344,1
88,2022-11-03,IT,319.29998779296875,319.29998779296875,322.6700134277344,317.29998779296875,516700.0,3.0,6.242831335098742,319.12324922605956,271.4277486987452,58.74311116464763,197.55026589572122,36.98061307933788,291.16966756184894,295.4690012613932,0.0,100.2,85.5,0.1,1.0864034790908477,25.979999542236328,1
89,2022-11-04,IT,319.5,319.5,323.4700012207031,323.4700012207031,588700.0,4.0,7.395096751815686,323.55183860572475,269.59215858665806,60.29401867644351,192.16576796333692,37.150494766117056,292.7203338623047,295.80433451334636,0.0,100.2,85.5,0.1,1.0864034790908477,25.6299991607666,1
